SampleID,Location,Country,Species,Source,Lat_N,Lon_E,IlluminaName,RunID
EA_PD_Le_01,Port Dickson,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1611,MUX8046
EA_PD_Le_02,Port Dickson,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1612,MUX8046
EA_PD_Le_03,Port Dickson,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1613,MUX8046
EA_PD_Le_04,Port Dickson,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1614,MUX8046
EA_PD_Le_05,Port Dickson,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1615,MUX8046
EA_PD_Le_06,Port Dickson,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1616,MUX8046
EA_BLANK_03,Port Dickson,Blank,Blank,Blank,2.408228,101.85873,AFI1617,MUX8046
EA_PD_Le_07,Port Dickson,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1618,MUX8046
EA_PD_Le_08,Port Dickson,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1619,MUX8046
EA_PD_Le_09,Port Dickson,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1620,MUX8046
EA_PD_Le_10,Port Dickson,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1621,MUX8046
EA_PD_Rh_01,Port Dickson,West Malaysia,Enhalus acoroides,Rhizome,2.408228,101.85873,AFI1622,MUX8046
EA_PD_Rh_02,Port Dickson,West Malaysia,Enhalus acoroides,Rhizome,2.408228,101.85873,AFI1623,MUX8046
EA_PD_Rh_03,Port Dickson,West Malaysia,Enhalus acoroides,Rhizome,2.408228,101.85873,AFI1624,MUX8046
EA_PD_Rh_04,Port Dickson,West Malaysia,Enhalus acoroides,Rhizome,2.408228,101.85873,AFI1625,MUX8046
EA_PD_Rh_05,Port Dickson,West Malaysia,Enhalus acoroides,Rhizome,2.408228,101.85873,AFI1626,MUX8046
EA_PD_Rh_06,Port Dickson,West Malaysia,Enhalus acoroides,Rhizome,2.408228,101.85873,AFI1627,MUX8046
EA_PD_Rh_07,Port Dickson,West Malaysia,Enhalus acoroides,Rhizome,2.408228,101.85873,AFI1628,MUX8046
EA_PD_Rh_08,Port Dickson,West Malaysia,Enhalus acoroides,Rhizome,2.408228,101.85873,AFI1629,MUX8046
EA_PD_Rh_09,Port Dickson,West Malaysia,Enhalus acoroides,Rhizome,2.408228,101.85873,AFI1630,MUX8046
EA_PD_Rh_10,Port Dickson,West Malaysia,Enhalus acoroides,Rhizome,2.408228,101.85873,AFI1631,MUX8046
EA_PD_Ro_01,Port Dickson,West Malaysia,Enhalus acoroides,Root,2.408228,101.85873,AFI1632,MUX8046
EA_PD_Ro_02,Port Dickson,West Malaysia,Enhalus acoroides,Root,2.408228,101.85873,AFI1633,MUX8046
EA_PD_Ro_03,Port Dickson,West Malaysia,Enhalus acoroides,Root,2.408228,101.85873,AFI1634,MUX8046
EA_PD_Ro_04,Port Dickson,West Malaysia,Enhalus acoroides,Root,2.408228,101.85873,AFI1635,MUX8046
EA_PD_Ro_05,Port Dickson,West Malaysia,Enhalus acoroides,Root,2.408228,101.85873,AFI1636,MUX8046
EA_PD_Ro_06,Port Dickson,West Malaysia,Enhalus acoroides,Root,2.408228,101.85873,AFI1637,MUX8046
EA_PD_Ro_07,Port Dickson,West Malaysia,Enhalus acoroides,Root,2.408228,101.85873,AFI1638,MUX8046
EA_PD_Ro_08,Port Dickson,West Malaysia,Enhalus acoroides,Root,2.408228,101.85873,AFI1639,MUX8046
EA_PD_Ro_09,Port Dickson,West Malaysia,Enhalus acoroides,Root,2.408228,101.85873,AFI1640,MUX8046
EA_PD_Ro_10,Port Dickson,West Malaysia,Enhalus acoroides,Root,2.408228,101.85873,AFI1641,MUX8046
EA_PD_Soil_01,Port Dickson,West Malaysia,Enhalus acoroides,Soil,2.408228,101.85873,AFI1642,MUX8046
EA_PD_Soil_02,Port Dickson,West Malaysia,Enhalus acoroides,Soil,2.408228,101.85873,AFI1643,MUX8046
EA_PD_Soil_03,Port Dickson,West Malaysia,Enhalus acoroides,Soil,2.408228,101.85873,AFI1644,MUX8046
EA_PD_Soil_04,Port Dickson,West Malaysia,Enhalus acoroides,Soil,2.408228,101.85873,AFI1645,MUX8046
EA_PD_Soil_05,Port Dickson,West Malaysia,Enhalus acoroides,Soil,2.408228,101.85873,AFI1646,MUX8046
EA_PD_Soil_06,Port Dickson,West Malaysia,Enhalus acoroides,Soil,2.408228,101.85873,AFI1647,MUX8046
EA_PD_Soil_07,Port Dickson,West Malaysia,Enhalus acoroides,Soil,2.408228,101.85873,AFI1648,MUX8046
EA_BLANK_04,Port Dickson,Blank,Blank,Blank,2.408228,101.85873,AFI1649,MUX8046
EA_PD_Soil_08,Port Dickson,West Malaysia,Enhalus acoroides,Soil,2.408228,101.85873,AFI1650,MUX8046
EA_PD_Soil_09,Port Dickson,West Malaysia,Enhalus acoroides,Soil,2.408228,101.85873,AFI1651,MUX8046
EA_PD_Soil_10,Port Dickson,West Malaysia,Enhalus acoroides,Soil,2.408228,101.85873,AFI1652,MUX8046
EA_MS_Le_01,Merambong Shoal,West Malaysia,Enhalus acoroides,Leaf,2.408228,101.85873,AFI1653,MUX8046
EA_MS_Le_02,Merambong Shoal,West Malaysia,Enhalus acoroides,Leaf,1.331803,103.604591,AFI1654,MUX8046
EA_MS_Le_03,Merambong Shoal,West Malaysia,Enhalus acoroides,Leaf,1.331803,103.604591,AFI1655,MUX8046
EA_MS_Le_04,Merambong Shoal,West Malaysia,Enhalus acoroides,Leaf,1.331803,103.604591,AFI1656,MUX8046
EA_MS_Le_05,Merambong Shoal,West Malaysia,Enhalus acoroides,Leaf,1.331803,103.604591,AFI1657,MUX8046
EA_MS_Le_06,Merambong Shoal,West Malaysia,Enhalus acoroides,Leaf,1.331803,103.604591,AFI1658,MUX8046
EA_MS_Le_07,Merambong Shoal,West Malaysia,Enhalus acoroides,Leaf,1.331803,103.604591,AFI1659,MUX8046
EA_MS_Le_08,Merambong Shoal,West Malaysia,Enhalus acoroides,Leaf,1.331803,103.604591,AFI1660,MUX8046
EA_MS_Le_09,Merambong Shoal,West Malaysia,Enhalus acoroides,Leaf,1.331803,103.604591,AFI1661,MUX8046
EA_MS_Le_10,Merambong Shoal,West Malaysia,Enhalus acoroides,Leaf,1.331803,103.604591,AFI1662,MUX8046
EA_MS_Rh_01,Merambong Shoal,West Malaysia,Enhalus acoroides,Rhizome,1.331803,103.604591,AFI1663,MUX8046
EA_MS_Rh_02,Merambong Shoal,West Malaysia,Enhalus acoroides,Rhizome,1.331803,103.604591,AFI1664,MUX8046
EA_MS_Rh_03,Merambong Shoal,West Malaysia,Enhalus acoroides,Rhizome,1.331803,103.604591,AFI1665,MUX8046
EA_MS_Rh_04,Merambong Shoal,West Malaysia,Enhalus acoroides,Rhizome,1.331803,103.604591,AFI1666,MUX8046
EA_MS_Rh_05,Merambong Shoal,West Malaysia,Enhalus acoroides,Rhizome,1.331803,103.604591,AFI1667,MUX8046
EA_MS_Rh_06,Merambong Shoal,West Malaysia,Enhalus acoroides,Rhizome,1.331803,103.604591,AFI1668,MUX8046
EA_MS_Rh_07,Merambong Shoal,West Malaysia,Enhalus acoroides,Rhizome,1.331803,103.604591,AFI1669,MUX8046
EA_MS_Rh_08,Merambong Shoal,West Malaysia,Enhalus acoroides,Rhizome,1.331803,103.604591,AFI1670,MUX8046
EA_MS_Rh_09,Merambong Shoal,West Malaysia,Enhalus acoroides,Rhizome,1.331803,103.604591,AFI1671,MUX8046
EA_MS_Rh_10,Merambong Shoal,West Malaysia,Enhalus acoroides,Rhizome,1.331803,103.604591,AFI1672,MUX8046
EA_MS_Ro_01,Merambong Shoal,West Malaysia,Enhalus acoroides,Root,1.331803,103.604591,AFI1673,MUX8046
EA_MS_Ro_02,Merambong Shoal,West Malaysia,Enhalus acoroides,Root,1.331803,103.604591,AFI1674,MUX8046
EA_MS_Ro_03,Merambong Shoal,West Malaysia,Enhalus acoroides,Root,1.331803,103.604591,AFI1675,MUX8046
EA_MS_Ro_04,Merambong Shoal,West Malaysia,Enhalus acoroides,Root,1.331803,103.604591,AFI1676,MUX8046
EA_MS_Ro_05,Merambong Shoal,West Malaysia,Enhalus acoroides,Root,1.331803,103.604591,AFI1677,MUX8046
EA_MS_Ro_06,Merambong Shoal,West Malaysia,Enhalus acoroides,Root,1.331803,103.604591,AFI1678,MUX8046
EA_MS_Ro_07,Merambong Shoal,West Malaysia,Enhalus acoroides,Root,1.331803,103.604591,AFI1679,MUX8046
EA_MS_Ro_08,Merambong Shoal,West Malaysia,Enhalus acoroides,Root,1.331803,103.604591,AFI1680,MUX8046
EA_BLANK_05,Blank,Blank,Blank,Blank,1.331803,103.604591,AFI1681,MUX8046
EA_MS_Ro_09,Merambong Shoal,West Malaysia,Enhalus acoroides,Root,1.331803,103.604591,AFI1682,MUX8046
EA_MS_Ro_10,Merambong Shoal,West Malaysia,Enhalus acoroides,Root,1.331803,103.604591,AFI1683,MUX8046
EA_MS_Soil_01,Merambong Shoal,West Malaysia,Enhalus acoroides,Soil,1.331803,103.604591,AFI1684,MUX8046
EA_MS_Soil_02,Merambong Shoal,West Malaysia,Enhalus acoroides,Soil,1.331803,103.604591,AFI1685,MUX8046
EA_MS_Soil_03,Merambong Shoal,West Malaysia,Enhalus acoroides,Soil,1.331803,103.604591,AFI1686,MUX8046
EA_MS_Soil_04,Merambong Shoal,West Malaysia,Enhalus acoroides,Soil,1.331803,103.604591,AFI1687,MUX8046
EA_MS_Soil_05,Merambong Shoal,West Malaysia,Enhalus acoroides,Soil,1.331803,103.604591,AFI1688,MUX8046
EA_MS_Soil_06,Merambong Shoal,West Malaysia,Enhalus acoroides,Soil,1.331803,103.604591,AFI1689,MUX8046
EA_MS_Soil_07,Merambong Shoal,West Malaysia,Enhalus acoroides,Soil,1.331803,103.604591,AFI1690,MUX8046
EA_MS_Soil_08,Merambong Shoal,West Malaysia,Enhalus acoroides,Soil,1.331803,103.604591,AFI1691,MUX8046
EA_MS_Soil_09,Merambong Shoal,West Malaysia,Enhalus acoroides,Soil,1.331803,103.604591,AFI1692,MUX8046
EA_MS_Soil_10,Merambong Shoal,West Malaysia,Enhalus acoroides,Soil,1.331803,103.604591,AFI1693,MUX8046
EA_Sem_Le_01,Semakau,Singapore,Enhalus acoroides,Leaf,1.208273,103.756254,AFI1694,MUX8046
EA_Sem_Le_02,Semakau,Singapore,Enhalus acoroides,Leaf,1.208273,103.756254,AFI1695,MUX8046
EA_Sem_Le_03,Semakau,Singapore,Enhalus acoroides,Leaf,1.208273,103.756254,AFI1696,MUX8046
EA_Sem_Le_04,Semakau,Singapore,Enhalus acoroides,Leaf,1.208273,103.756254,AFI1697,MUX8046
EA_Sem_Le_05,Semakau,Singapore,Enhalus acoroides,Leaf,1.208273,103.756254,AFI1698,MUX8046
EA_Sem_Le_06,Semakau,Singapore,Enhalus acoroides,Leaf,1.208273,103.756254,AFI1699,MUX8046
EA_Sem_Le_07,Semakau,Singapore,Enhalus acoroides,Leaf,1.208273,103.756254,AFI1700,MUX8046
EA_Sem_Le_08,Semakau,Singapore,Enhalus acoroides,Leaf,1.208273,103.756254,AFI1701,MUX8046
EA_Sem_Le_09,Semakau,Singapore,Enhalus acoroides,Leaf,1.208273,103.756254,AFI1702,MUX8046
EA_Sem_Le_10,Semakau,Singapore,Enhalus acoroides,Leaf,1.208273,103.756254,AFI1703,MUX8046
EA_Sem_Rh_01,Semakau,Singapore,Enhalus acoroides,Rhizome,1.208273,103.756254,AFI1704,MUX8046
EA_Sem_Rh_02,Semakau,Singapore,Enhalus acoroides,Rhizome,1.208273,103.756254,AFI1705,MUX8046
EA_Sem_Rh_03,Semakau,Singapore,Enhalus acoroides,Rhizome,1.208273,103.756254,AFI1706,MUX8046
EA_Sem_Rh_04,Semakau,Singapore,Enhalus acoroides,Rhizome,1.208273,103.756254,AFI1707,MUX8046
EA_Sem_Rh_05,Semakau,Singapore,Enhalus acoroides,Rhizome,1.208273,103.756254,AFI1708,MUX8046
EA_Sem_Rh_06,Semakau,Singapore,Enhalus acoroides,Rhizome,1.208273,103.756254,AFI1709,MUX8046
EA_Sem_Rh_07,Semakau,Singapore,Enhalus acoroides,Rhizome,1.208273,103.756254,AFI1710,MUX8046
EA_Sem_Rh_08,Semakau,Singapore,Enhalus acoroides,Rhizome,1.208273,103.756254,AFI1711,MUX8046
EA_Sem_Rh_09,Semakau,Singapore,Enhalus acoroides,Rhizome,1.208273,103.756254,AFI1712,MUX8046
EA_BLANK_06,Blank,Blank,Blank,Blank,1.208273,103.756254,AFI1713,MUX8046
EA_Sem_Rh_10,Semakau,Singapore,Enhalus acoroides,Rhizome,1.208273,103.756254,AFI1714,MUX8046
EA_Sem_Ro_01,Semakau,Singapore,Enhalus acoroides,Root,1.208273,103.756254,AFI1715,MUX8046
EA_Sem_Ro_02,Semakau,Singapore,Enhalus acoroides,Root,1.208273,103.756254,AFI1716,MUX8046
EA_Sem_Ro_03,Semakau,Singapore,Enhalus acoroides,Root,1.208273,103.756254,AFI1717,MUX8046
EA_Sem_Ro_04,Semakau,Singapore,Enhalus acoroides,Root,1.208273,103.756254,AFI1718,MUX8046
EA_Sem_Ro_05,Semakau,Singapore,Enhalus acoroides,Root,1.208273,103.756254,AFI1719,MUX8046
EA_Sem_Ro_06,Semakau,Singapore,Enhalus acoroides,Root,1.208273,103.756254,AFI1720,MUX8046
EA_Sem_Ro_07,Semakau,Singapore,Enhalus acoroides,Root,1.208273,103.756254,AFI1721,MUX8046
EA_Sem_Ro_08,Semakau,Singapore,Enhalus acoroides,Root,1.208273,103.756254,AFI1722,MUX8046
EA_Sem_Ro_09,Semakau,Singapore,Enhalus acoroides,Root,1.208273,103.756254,AFI1723,MUX8046
EA_Sem_Ro_10,Semakau,Singapore,Enhalus acoroides,Root,1.208273,103.756254,AFI1724,MUX8046
EA_Sem_Soil_01,Semakau,Singapore,Enhalus acoroides,Soil,1.208273,103.756254,AFI1725,MUX8046
EA_Sem_Soil_02,Semakau,Singapore,Enhalus acoroides,Soil,1.208273,103.756254,AFI1726,MUX8046
EA_Sem_Soil_03,Semakau,Singapore,Enhalus acoroides,Soil,1.208273,103.756254,AFI1727,MUX8046
EA_Sem_Soil_04,Semakau,Singapore,Enhalus acoroides,Soil,1.208273,103.756254,AFI1728,MUX8046
EA_Sem_Soil_05,Semakau,Singapore,Enhalus acoroides,Soil,1.208273,103.756254,AFI1729,MUX8046
EA_Sem_Soil_06,Semakau,Singapore,Enhalus acoroides,Soil,1.208273,103.756254,AFI1730,MUX8046
EA_Sem_Soil_07,Semakau,Singapore,Enhalus acoroides,Soil,1.208273,103.756254,AFI1731,MUX8046
EA_Sem_Soil_08,Semakau,Singapore,Enhalus acoroides,Soil,1.208273,103.756254,AFI1732,MUX8046
EA_Sem_Soil_09,Semakau,Singapore,Enhalus acoroides,Soil,1.208273,103.756254,AFI1733,MUX8046
EA_Sem_Soil_10,Semakau,Singapore,Enhalus acoroides,Soil,1.208273,103.756254,AFI1734,MUX8046
EA_Per_Le_01,Perhentian,East Malaysia,Enhalus acoroides,Leaf,5.886142,102.741075,AFI1735,MUX8046
EA_Per_Le_02,Perhentian,East Malaysia,Enhalus acoroides,Leaf,5.886142,102.741075,AFI1736,MUX8046
EA_Per_Le_03,Perhentian,East Malaysia,Blank,Blank,5.886142,102.741075,AFI1737,MUX8046
EA_Per_Le_04,Perhentian,East Malaysia,Enhalus acoroides,Leaf,5.886142,102.741075,AFI1738,MUX8046
EA_Per_Le_05,Perhentian,East Malaysia,Enhalus acoroides,Leaf,5.886142,102.741075,AFI1739,MUX8046
EA_Per_Le_06,Perhentian,East Malaysia,Enhalus acoroides,Leaf,5.886142,102.741075,AFI1740,MUX8046
EA_Per_Le_07,Perhentian,East Malaysia,Enhalus acoroides,Leaf,5.886142,102.741075,AFI1741,MUX8046
EA_Per_Le_08,Perhentian,East Malaysia,Enhalus acoroides,Leaf,5.886142,102.741075,AFI1742,MUX8046
EA_Per_Le_09,Perhentian,East Malaysia,Enhalus acoroides,Leaf,5.886142,102.741075,AFI1743,MUX8046
EA_Per_Le_10,Perhentian,East Malaysia,Enhalus acoroides,Leaf,5.886142,102.741075,AFI1744,MUX8046
EA_BLANK_07,Blank,Blank,Blank,Blank,5.886142,102.741075,AFI1745,MUX8046
EA_Per_Rh_01,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,AFI1746,MUX8046
EA_Per_Rh_02,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,AFI1747,MUX8046
EA_Per_Rh_03,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,AFI1748,MUX8046
EA_Per_Rh_04,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,AFI1749,MUX8046
EA_Per_Rh_05,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,AFI1750,MUX8046
EA_Per_Rh_06,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,AFI1751,MUX8046
EA_Per_Rh_07,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,AFI1752,MUX8046
EA_Per_Rh_08,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,AFI1753,MUX8046
EA_Per_Rh_09,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,AFI1754,MUX8046
EA_Per_Rh_10,Perhentian,East Malaysia,Enhalus acoroides,Rhizome,5.886142,102.741075,AFI1755,MUX8046
EA_Per_Ro_01,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,AFI1756,MUX8046
EA_Per_Ro_02,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,AFI1757,MUX8046
EA_Per_Ro_03,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,AFI1758,MUX8046
EA_Per_Ro_04,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,AFI1759,MUX8046
EA_Per_Ro_05,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,AFI1760,MUX8046
EA_Per_Ro_06,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,AFI1761,MUX8046
EA_Per_Ro_07,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,AFI1762,MUX8046
EA_Per_Ro_08,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,AFI1763,MUX8046
EA_Per_Ro_09,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,AFI1764,MUX8046
EA_Per_Ro_10,Perhentian,East Malaysia,Enhalus acoroides,Root,5.886142,102.741075,AFI1765,MUX8046
EA_Per_Soil_01,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,AFI1766,MUX8046
EA_Per_Soil_02,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,AFI1767,MUX8046
EA_Per_Soil_03,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,AFI1768,MUX8046
EA_Per_Soil_04,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,AFI1769,MUX8046
EA_Per_Soil_05,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,AFI1770,MUX8046
EA_Per_Soil_06,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,AFI1771,MUX8046
EA_Per_Soil_07,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,AFI1772,MUX8046
EA_Per_Soil_08,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,AFI1773,MUX8046
EA_Per_Soil_09,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,AFI1774,MUX8046
EA_Per_Soil_10,Perhentian,East Malaysia,Enhalus acoroides,Soil,5.886142,102.741075,AFI1775,MUX8046
Pa_KU_01,Singapore Coral ITS1_27F,Singapore,P acuta,Coral,NA,NA,AFI1776,MUX8046
Pa_KU_02,Singapore Coral ITS1_27F,Singapore,P acuta,Coral,NA,NA,AFI1777,MUX8046
Pa_KU_03,Singapore Coral ITS1_27F,Singapore,P acuta,Coral,NA,NA,AFI1778,MUX8046
Pa_KU_04,Singapore Coral ITS1_27F,Singapore,P acuta,Coral,NA,NA,AFI1779,MUX8046
Pa_KU_05,Singapore Coral ITS1_27F,Singapore,P acuta,Coral,NA,NA,AFI1780,MUX8046
Pa_KU_06,Singapore Coral ITS1_27F,Singapore,P acuta,Coral,NA,NA,AFI1781,MUX8046
Pa_KU_07,Singapore Coral ITS1_27F,Singapore,P acuta,Coral,NA,NA,AFI1782,MUX8046
Pa_KU_08,Singapore Coral ITS1_27F,Singapore,P acuta,Coral,NA,NA,AFI1783,MUX8046
SS_Po_01A,Singapore Coral ITS1_27F,Singapore,P lutea,Coral,NA,NA,AFI1784,MUX8046
SS_Po_02A,Singapore Coral ITS1_27F,Singapore,P lutea,Coral,NA,NA,AFI1785,MUX8046
SS_Po_03A,Singapore Coral ITS1_27F,Singapore,P lutea,Coral,NA,NA,AFI1786,MUX8046
SS_Po_04A,Singapore Coral ITS1_27F,Singapore,P lutea,Coral,NA,NA,AFI1787,MUX8046
SS_Po_05A,Singapore Coral ITS1_27F,Singapore,P lutea,Coral,NA,NA,AFI1788,MUX8046
SS_Po_06A,Singapore Coral ITS1_27F,Singapore,P lutea,Coral,NA,NA,AFI1789,MUX8046
SS_Po_07A,Singapore Coral ITS1_27F,Singapore,P lutea,Coral,NA,NA,AFI1790,MUX8046
SS_Po_08A,Singapore Coral ITS1_27F,Singapore,P lutea,Coral,NA,NA,AFI1791,MUX8046
